facilityID,siteID,name,sampleDate,year,projectCode,cas_rn,analyte,fraction,result,unit,detect,detectLimit,quantFlag,quantLimit,method,colMethod,resultType,matrix,medium,qualFlag,remark,county,huc8,type,aquifer,latitude,longitude
6,22140001,Swan Lake Max Depth,06/30/05,2005,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,38.3,ug/l,TRUE,1,,,ISU EPA 445,ISULAKE,Actual,SW,Water,,,Carroll,7100007,Lake,,42.037657,-94.84054
6,22140001,Swan Lake Max Depth,07/27/05,2005,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,40.4,ug/l,TRUE,1,,,ISU EPA 445,ISULAKE,Actual,SW,Water,,,Carroll,7100007,Lake,,42.037657,-94.84054
6,22140001,Swan Lake Max Depth,06/01/06,2006,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,23.3,ug/l,TRUE,1,,,ISU EPA 445,ISULAKE,Actual,SW,Water,,,Carroll,7100007,Lake,,42.037657,-94.84054
6,22140001,Swan Lake Max Depth,06/28/06,2006,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,75.1,ug/l,TRUE,1,,,ISU EPA 445,ISULAKE,Actual,SW,Water,,,Carroll,7100007,Lake,,42.037657,-94.84054
6,22140001,Swan Lake Max Depth,08/02/06,2006,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,88.9,ug/l,TRUE,1,,,ISU EPA 445,ISULAKE,Actual,SW,Water,,,Carroll,7100007,Lake,,42.037657,-94.84054
6,22140001,Swan Lake Max Depth,06/11/09,2009,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,57,ug/l,TRUE,5,,,445,ISULAKE,Actual,SW,Water,,,Carroll,7100007,Lake,,42.037657,-94.84054
6,22140001,Swan Lake Max Depth,07/15/09,2009,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,105,ug/l,TRUE,5,,,445,ISULAKE,Actual,SW,Water,,,Carroll,7100007,Lake,,42.037657,-94.84054
6,22140001,Swan Lake Max Depth,08/11/09,2009,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,78,ug/l,TRUE,5,,,445,ISULAKE,Actual,SW,Water,,,Carroll,7100007,Lake,,42.037657,-94.84054
6,22140001,Swan Lake Max Depth,05/17/10,2010,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,20,ug/l,TRUE,5,,,445,ISULAKE,Actual,SW,Water,,,Carroll,7100007,Lake,,42.037657,-94.84054
6,22140001,Swan Lake Max Depth,07/06/10,2010,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,64,ug/l,TRUE,5,,,445,ISULAKE,Actual,SW,Water,,,Carroll,7100007,Lake,,42.037657,-94.84054
6,22140001,Swan Lake Max Depth,08/16/10,2010,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,118,ug/l,TRUE,5,,,445,ISULAKE,Actual,SW,Water,,,Carroll,7100007,Lake,,42.037657,-94.84054
6,22140001,Swan Lake Max Depth,05/16/11,2011,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,47,ug/l,TRUE,5,,,445,ISULAKE,Actual,SW,Water,,,Carroll,7100007,Lake,,42.037657,-94.84054
6,22140001,Swan Lake Max Depth,06/28/11,2011,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,196,ug/l,TRUE,5,,,445,ISULAKE,Actual,SW,Water,,,Carroll,7100007,Lake,,42.037657,-94.84054
6,22140001,Swan Lake Max Depth,08/15/11,2011,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,51,ug/l,TRUE,5,,,445,ISULAKE,Actual,SW,Water,,,Carroll,7100007,Lake,,42.037657,-94.84054
6,22140001,Swan Lake Max Depth,05/16/12,2012,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,46,ug/l,TRUE,2,,,445,ISULAKE,Actual,SW,Water,,,Carroll,7100007,Lake,,42.037657,-94.84054
6,22140001,Swan Lake Max Depth,06/25/12,2012,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,37,ug/l,TRUE,2,,,445,ISULAKE,Actual,SW,Water,,,Carroll,7100007,Lake,,42.037657,-94.84054
6,22140001,Swan Lake Max Depth,08/14/12,2012,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,76,ug/l,TRUE,2,,,445,ISULAKE,Actual,SW,Water,,,Carroll,7100007,Lake,,42.037657,-94.84054
6,22140001,Swan Lake Max Depth,05/14/13,2013,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,41,ug/l,TRUE,2,,,445,ISULAKE,Actual,SW,Water,,,Carroll,7100007,Lake,,42.037657,-94.84054
6,22140001,Swan Lake Max Depth,06/24/13,2013,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,24,ug/l,TRUE,2,,,445,ISULAKE,Actual,SW,Water,,,Carroll,7100007,Lake,,42.037657,-94.84054
6,22140001,Swan Lake Max Depth,08/12/13,2013,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,68,ug/l,TRUE,2,,,445,ISULAKE,Actual,SW,Water,,,Carroll,7100007,Lake,,42.037657,-94.84054
6,22140001,Swan Lake Max Depth,05/19/14,2014,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,14.88,ug/l,TRUE,3.3,,,445,ISULAKE,Actual,SW,Water,,,Carroll,7100007,Lake,,42.037657,-94.84054
6,22140001,Swan Lake Max Depth,07/07/14,2014,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,60,ug/l,TRUE,3.3,,,445,ISULAKE,Actual,SW,Water,,,Carroll,7100007,Lake,,42.037657,-94.84054
6,22140001,Swan Lake Max Depth,08/18/14,2014,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,27.36,ug/l,TRUE,3.3,,,445,ISULAKE,Actual,SW,Water,,,Carroll,7100007,Lake,,42.037657,-94.84054
6,22140001,Swan Lake Max Depth,05/18/15,2015,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,24,ug/l,TRUE,6.06,,,445,ISULAKE,Actual,SW,Water,,,Carroll,7100007,Lake,,42.037657,-94.84054
6,22140001,Swan Lake Max Depth,07/06/15,2015,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,44,ug/l,TRUE,6.06,,,445,ISULAKE,Actual,SW,Water,,,Carroll,7100007,Lake,,42.037657,-94.84054
6,22140001,Swan Lake Max Depth,08/17/15,2015,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,250,ug/l,TRUE,6.06,,,445,ISULAKE,Actual,SW,Water,,,Carroll,7100007,Lake,,42.037657,-94.84054
6,22140001,Swan Lake Max Depth,05/16/16,2016,AMBLAKE-ISU,479-61-8,Chlorophyll a,Filterable,33,ug/l,TRUE,1,,,445,ISULAKE,Actual,SW,Water,,,Carroll,7100007,Lake,,42.037657,-94.84054
6,22140001,Swan Lake Max Depth,06/27/16,2016,AMBLAKE-ISU,479-61-8,Chlorophyll a,Filterable,9,ug/l,TRUE,1,,,445,ISULAKE,Actual,SW,Water,,,Carroll,7100007,Lake,,42.037657,-94.84054
6,22140001,Swan Lake Max Depth,08/15/16,2016,AMBLAKE-ISU,479-61-8,Chlorophyll a,Filterable,43,ug/l,TRUE,1,,,445,ISULAKE,Actual,SW,Water,,,Carroll,7100007,Lake,,42.037657,-94.84054
6,22140001,Swan Lake Max Depth,06/20/17,2017,AMBLAKE-ISU,479-61-8,Chlorophyll a,Filterable,3.3,ug/l,FALSE,3.3,,,445,ISULAKE,Actual,SW,Water,,,Carroll,7100007,Lake,,42.037657,-94.84054
6,22140001,Swan Lake Max Depth,08/08/17,2017,AMBLAKE-ISU,479-61-8,Chlorophyll a,Filterable,4,ug/l,TRUE,3.3,,,445,ISULAKE,Actual,SW,Water,,,Carroll,7100007,Lake,,42.037657,-94.84054
6,22140001,Swan Lake Max Depth,09/18/17,2017,AMBLAKE-ISU,479-61-8,Chlorophyll a,Filterable,19,ug/l,TRUE,3.3,,,445,ISULAKE,Actual,SW,Water,,,Carroll,7100007,Lake,,42.037657,-94.84054
6,22140001,Swan Lake Max Depth,05/15/18,2018,AMBLAKE-ISU,479-61-8,Chlorophyll a,Filterable,33,ug/l,TRUE,0.4,,,445,ISULAKE,Actual,SW,Water,,,Carroll,7100007,Lake,,42.037657,-94.84054
6,22140001,Swan Lake Max Depth,06/26/18,2018,AMBLAKE-ISU,479-61-8,Chlorophyll a,Filterable,16,ug/l,TRUE,0.4,,,445,ISULAKE,Actual,SW,Water,,,Carroll,7100007,Lake,,42.037657,-94.84054
6,22140001,Swan Lake Max Depth,08/24/18,2018,AMBLAKE-ISU,479-61-8,Chlorophyll a,Filterable,68,ug/l,TRUE,0.4,,,445,ISULAKE,Actual,SW,Water,,,Carroll,7100007,Lake,,42.037657,-94.84054
6,22140001,Swan Lake Max Depth,05/22/19,2019,AMBLAKE-ISU,479-61-8,Chlorophyll a,Filterable,18.8,ug/l,TRUE,1.2,,,445,ISULAKE,Actual,SW,Water,,,Carroll,7100007,Lake,,42.037657,-94.84054
6,22140001,Swan Lake Max Depth,07/09/19,2019,AMBLAKE-ISU,479-61-8,Chlorophyll a,Filterable,4.32,ug/l,TRUE,1.2,,,445,ISULAKE,Actual,SW,Water,,,Carroll,7100007,Lake,,42.037657,-94.84054
6,22140001,Swan Lake Max Depth,08/20/19,2019,AMBLAKE-ISU,479-61-8,Chlorophyll a,Filterable,1.2,ug/l,FALSE,1.2,,,445,ISULAKE,Actual,SW,Water,,,Carroll,7100007,Lake,,42.037657,-94.84054
6,22130004,South Twin Lake,05/15/18,2018,SHALLAKE,479-61-8,Chlorophyll a,Filterable,64,ug/l,TRUE,0.4,,,445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,06/12/18,2018,SHALLAKE,479-61-8,Chlorophyll a,Filterable,26,ug/l,TRUE,0.4,,,445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,07/10/18,2018,SHALLAKE,479-61-8,Chlorophyll a,Filterable,20.6,ug/l,TRUE,0.4,,,445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,08/07/18,2018,SHALLAKE,479-61-8,Chlorophyll a,Filterable,40.8,ug/l,TRUE,0.4,,,445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,09/10/18,2018,SHALLAKE,479-61-8,Chlorophyll a,Filterable,29.6,ug/l,TRUE,0.4,,,445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,05/26/06,2006,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,100,ug/l,TRUE,1,,,445,DNRLAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,06/14/06,2006,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,110,ug/l,TRUE,1,,,445,DNRLAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,06/29/06,2006,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,80,ug/l,TRUE,1,,,445,DNRLAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,07/12/06,2006,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,120,ug/l,TRUE,1,,,445,DNRLAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,07/26/06,2006,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,130,ug/l,TRUE,1,,,445,DNRLAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,08/10/06,2006,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,140,ug/l,TRUE,1,,,445,DNRLAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,08/21/06,2006,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,110,ug/l,TRUE,1,,,445,DNRLAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,09/11/06,2006,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,89,ug/l,TRUE,1,,,445,DNRLAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,09/26/06,2006,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,82,ug/l,TRUE,1,,,445,DNRLAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,05/17/07,2007,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,100,ug/l,TRUE,1,,,445,DNRLAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,05/30/07,2007,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,73,ug/l,TRUE,1,,,445,DNRLAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,06/14/07,2007,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,68,ug/l,TRUE,1,,,445,DNRLAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,06/28/07,2007,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,68,ug/l,TRUE,1,,,445,DNRLAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,07/09/07,2007,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,68,ug/l,TRUE,1,,,445,DNRLAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,07/23/07,2007,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,120,ug/l,TRUE,1,,,445,DNRLAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,08/13/07,2007,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,100,ug/l,TRUE,1,,,445,DNRLAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,08/29/07,2007,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,59,ug/l,TRUE,1,,,445,DNRLAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,09/19/07,2007,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,110,ug/l,TRUE,1,,,445,DNRLAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,10/03/07,2007,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,83,ug/l,TRUE,1,,,445,DNRLAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,06/02/08,2008,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,60,ug/l,TRUE,1,,,445,DNRLAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,06/25/08,2008,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,50,ug/l,TRUE,1,,,445,DNRLAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,08/06/08,2008,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,57,ug/l,TRUE,1,,,445,DNRLAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,08/28/08,2008,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,59,ug/l,TRUE,1,,,445,DNRLAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,09/25/08,2008,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,47,ug/l,TRUE,1,,,445,DNRLAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,10/16/08,2008,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,52,ug/l,TRUE,1,,,445,DNRLAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,06/23/09,2009,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,140,ug/l,TRUE,1,,,445,DNRLAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,07/14/09,2009,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,110,ug/l,TRUE,1,,,445,DNRLAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,08/13/09,2009,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,140,ug/l,TRUE,1,,,445,DNRLAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,09/22/09,2009,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,120,ug/l,TRUE,1,,,445,DNRLAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,10/19/09,2009,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,70,ug/l,TRUE,1,,,445,DNRLAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,05/20/10,2010,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,12,ug/l,TRUE,1,,,445,DNRLAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,06/16/10,2010,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,62,ug/l,TRUE,1,,,445,DNRLAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,07/14/10,2010,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,110,ug/l,TRUE,1,,,445,DNRLAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,08/17/10,2010,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,120,ug/l,TRUE,1,,,445,DNRLAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,09/08/10,2010,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,62,ug/l,TRUE,1,,,445,DNRLAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,05/14/13,2013,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,190,ug/l,TRUE,1,,,445,UHL001,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,06/12/13,2013,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,32,ug/l,TRUE,1,,,445,UHL001,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,07/10/13,2013,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,260,ug/l,TRUE,1,,,445,UHL001,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,08/14/13,2013,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,77,ug/l,TRUE,1,,,445,UHL001,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,09/17/13,2013,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,280,ug/l,TRUE,1,,,445,UHL001,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,05/16/17,2017,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,88.1739,ug/l,TRUE,1,,,445,UHL001,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,06/05/17,2017,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,10.97474,ug/l,TRUE,1,,,445,UHL001,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,07/11/17,2017,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,31.705332,ug/l,TRUE,1,,,445,UHL001,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,08/25/17,2017,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,4,ug/l,TRUE,1,,,445,UHL001,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,09/20/17,2017,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,25,ug/l,TRUE,1,,,445,UHL001,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,05/07/19,2019,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,100,ug/l,TRUE,1,,,445,UHL001,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,06/11/19,2019,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,98,ug/l,TRUE,1,,,445,UHL001,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,07/09/19,2019,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,100,ug/l,TRUE,1,,,445,UHL001,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,08/14/19,2019,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,160,ug/l,TRUE,1,,,445,UHL001,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
6,22130004,South Twin Lake,09/10/19,2019,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,76,ug/l,TRUE,1,,,445,UHL001,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.46044663,-94.65373106
